CODE_VILLE,BPR,GENDER,MARITAL_STATUS,NOMBRE_ENFANT,CUSTOMER_RATING,TAILLE_ENTREPRI,age_client,label_code,label_nom,pack_actuel,pack_etat,solde_moyen,solde_min,nb_mois_observes_solde,depot_moyen,flux_cred_total,nb_mois_avec_flux,nb_operations_gab,montant_total_gab,montant_moyen_gab,nb_retraits,montant_total_retraits,nb_paiements_digitaux,montant_total_payfac,nb_vignettes_payees,montant_total_vignette,label_eligibilite,jamais_active_digital,jamais_utilise_gab,anciennete_digitale_jours_imp,recence_gab_jours_imp,nb_mois_observes_solde_etait_extreme,NOMBRE_ENFANT_etait_extreme,solde_moyen_etait_extreme,solde_min_etait_extreme,solde_max_etait_extreme,depot_moyen_etait_extreme,flux_cred_moyen_etait_extreme,flux_cred_total_etait_extreme,montant_total_gab_etait_extreme,montant_moyen_gab_etait_extreme,montant_total_retraits_etait_extreme,montant_total_payfac_etait_extreme,montant_total_vignette_etait_extreme,solde_volatilite_indefinie,solde_volatilite_relative_imp
660,64,F,9,0,SVC,PARTICULIER,26,,,PJUN5,W,85.490625,0.0,32,111.61,1000.0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2616,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,10.66900610447052
810,81,M,3,1,FNC,PARTICULIER,42,,,PLOF2,W,4799.9875,847.065,24,4483.5724,89479.68,13,139,20.0,0.14388489208633093,38,73300.0,0,0.0,0,0.0,0.0,0,0,2616,661,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.7132346698819525
330,81,M,9,0,SIL,PARTICULIER,26,,,PJUN5,W,59.907083333333325,-25.6,24,149.406,6379.0,3,52,0.0,0.0,89,30600.0,6,170.0,0,0.0,0.0,0,0,1892,863,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,11.916287027827819
815,81,F,9,0,SIL,PARTICULIER,50,18,EPARGNE EVOLUTION,PFA01,W,28334.288333333323,17.39,24,45272.472928571435,231919.675,12,22,0.0,0.0,134,101250.0,0,0.0,0,0.0,1.0,0,0,2616,754,0,0.0,1,0,1,1,1,1,0.0,0.0,1,0.0,0.0,0,3.6098750318592217
610,81,M,9,0,GLD,PARTICULIER,31,,,PLOC1,W,13097.517083333332,57.44,24,7408.282799999999,136220.0,13,15,0.0,0.0,230,85600.0,68,3140.0,0,0.0,0.0,0,0,1892,760,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.9228843024032451
231,27,M,9,0,FNC,PARTICULIER,29,,,PLOF1,W,5025.479166666665,-18.64,24,4169.3204,77436.0,11,78,240.0,3.076923076923077,116,91500.0,62,874.83,0,0.0,0.0,0,0,1892,683,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.4399265410014808
22,01,M,9,0,SIL,PARTICULIER,28,,,PJUN5,W,674.7645833333333,-32.01,24,1857.8127777777777,55875.19,12,2,0.0,0.0,53,23000.0,96,1840.0,0,0.0,0.0,0,0,2148,896,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,7.4003587671008715
810,81,M,9,0,SVC,PARTICULIER,36,,,PLOCO,W,-1125.0391666666667,-1033.2150000000001,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2616,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
690,27,F,1,0,SVC,PARTICULIER,26,,,PJUN5,W,21479.244166666667,847.065,24,11298.480199999998,3300.0,1,3,0.0,0.0,31,48000.0,0,0.0,0,0.0,0.0,0,0,1489,1051,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.004111721342771
720,64,M,1,0,SVC,PARTICULIER,31,,,PLOCO,W,-776.8075555555556,-1033.2150000000001,36,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,1,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
825,81,F,9,0,SVC,PARTICULIER,26,,,SANS_PACK,SANS_ETAT,-111.58,-111.58,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
190,45,M,9,0,SVC,PARTICULIER,45,,,PLOCI,W,14669.463333333335,847.065,24,14157.496000000001,9000.0,8,1,0.0,0.0,3,6000.0,0,0.0,0,0.0,0.0,1,0,2561,919,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.3418497018409443
787,78,F,1,0,SIL,PARTICULIER,27,09,MaRetraite,PJUN5,W,2357.7675000000004,-292.62,24,1507.4368749999996,9031.15,3,13,0.0,0.0,17,15500.0,37,530.0,0,0.0,1.0,0,0,2616,887,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,21.35024763892114
110,78,M,3,0,FNC,PARTICULIER,31,,,PLOF2,W,3694.2599999999998,-471.16,24,3675.1179166666666,115030.11,13,172,0.0,0.0,68,64800.0,0,0.0,0,0.0,0.0,0,0,2616,661,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.61442616383254
780,78,M,9,0,SVC,PARTICULIER,44,,,PLOCO,W,697.3000000000001,563.93,24,694.4940000000001,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2616,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.43373010182131083
450,45,M,9,0,SVC,PARTICULIER,30,,,PJUN5,W,1147.6166666666668,2.95,24,2898.829999999999,8200.0,12,22,0.0,0.0,34,6700.0,0,0.0,0,0.0,0.0,0,0,2616,749,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,3.6314390693756624
720,64,F,9,0,SVC,PARTICULIER,57,,,PLOCO,W,1178.08625,272.72,24,1974.7868000000003,30200.0,13,4,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,2148,1285,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.244173548413794
590,01,M,1,1,SIL,PARTICULIER,31,,,PJUN5,W,1516.5804166666665,-1033.2150000000001,24,5187.042173913043,63880.96,13,43,0.44,0.010232558139534885,48,57100.0,0,0.0,0,0.0,0.0,0,0,2613,723,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,3.3569964006194866
815,81,F,3,2,SVC,PARTICULIER,68,,,PLOC7,W,114.95041666666664,7.37,24,907.2752,147037.05999999997,13,41,15.0,0.36585365853658536,19,25000.0,0,0.0,0,0.0,0.0,1,0,2561,670,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,13.004824543915678
810,81,F,3,3,PLT,PARTICULIER,60,,,PLOCC,V,15174.225,847.065,24,7975.621200000001,231919.675,13,134,0.0,0.0,82,101250.0,3,330.0,0,0.0,0.0,0,0,2148,667,0,0.0,0,1,0,0,1,1,0.0,0.0,1,0.0,0.0,0,3.8865981623443697
450,45,M,9,0,SIL,PARTICULIER,29,,,SANS_PACK,SANS_ETAT,457.2395833333333,-14.27,24,157.06954545454545,36450.189999999995,11,109,0.0,0.0,44,28200.0,0,0.0,0,0.0,0.0,0,0,2613,663,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,10.490146030299579
640,64,F,9,0,SVC,PARTICULIER,50,,,SANS_PACK,SANS_ETAT,1517.385,638.41,24,1015.3739999999999,420.0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.2904437568580158
170,17,M,9,0,SVC,PARTICULIER,53,,,PLOCO,W,-547.9220833333334,-965.75,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2613,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
565,01,M,1,0,SVC,PARTICULIER,64,,,PLOCO,W,453.42125000000004,6.83,24,352.9424000000001,28225.059999999994,13,51,0.0,0.0,41,22800.0,0,0.0,0,0.0,0.0,1,0,2561,687,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.3123089180315213
570,57,F,3,2,SVC,PARTICULIER,64,,,PLOCO,W,28334.288333333323,847.065,24,45272.472928571435,27369.29,13,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2613,699,0,0.0,1,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
500,50,M,3,1,SVC,PARTICULIER,42,,,PLOCO,W,1412.8925,-1033.2150000000001,24,11709.160000000002,50000.0,1,0,0.0,0.0,36,12100.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,15.187662897212634
281,27,F,1,0,SVC,PARTICULIER,37,,,PLOCO,W,-1825.3554166666665,-1033.2150000000001,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
792,78,M,9,0,SVC,PARTICULIER,35,,,PLOCO,W,-735.8049999999998,-1033.2150000000001,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2147,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,81,F,3,2,PLI,PARTICULIER,67,09,MaRetraite,PJUN2,W,-12663.776041666664,-1033.2150000000001,36,45272.472928571435,231919.675,26,1,650.0,49.55882352941177,4,5100.0,0,0.0,0,0.0,1.0,0,0,5237,918,1,0.0,0,1,0,1,1,1,0.0,1.0,0,0.0,0.0,1,3.5805933717645884
750,01,M,1,0,SIL,PARTICULIER,33,,,PLOCI,W,4564.341666666665,-10.67,24,2862.0666666666675,67784.2,13,2,0.0,0.0,3,2300.0,11,755.0,0,0.0,0.0,0,0,2367,724,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.8311479749726605
000,81,F,3,0,SVC,PARTICULIER,67,,,SANS_PACK,SANS_ETAT,28334.288333333323,847.065,24,27338.087999999992,20933.399999999994,13,0,0.0,0.0,0,0.0,1,884.65,0,0.0,0.0,0,1,2155,699,0,0.0,1,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.9927895959742068
621,17,F,3,2,SVC,PARTICULIER,39,,,PLOCO,W,-790.312,-1033.2150000000001,35,101.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2613,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
380,27,F,9,0,SVC,PARTICULIER,35,,,PLOCI,W,-140.05249999999998,-232.39,12,197.49777777777777,286.0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2613,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
167,64,M,9,0,SIL,PARTICULIER,30,,,SANS_PACK,SANS_ETAT,4757.34625,22.95,24,6679.750399999999,58111.44,13,3,0.0,0.0,77,52600.0,0,0.0,0,0.0,0.0,0,0,2613,1126,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.2998368050254907
575,57,F,9,0,SVC,PARTICULIER,33,,,PLOCI,W,3050.498611111111,-1033.2150000000001,36,11279.841538461538,7745.72,12,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2147,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.980551357951956
780,78,M,9,0,SVC,PARTICULIER,64,,,PLOCO,W,-1275.549166666667,-1033.2150000000001,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2613,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,27,M,3,3,SIL,PARTICULIER,63,,,PLOC1,W,3123.3075000000003,847.065,24,3051.7024,92551.31999999999,13,175,0.0,0.0,66,64400.0,0,0.0,0,0.0,0.0,0,0,4487,662,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.1675363376804877
360,81,F,9,0,SVC,PARTICULIER,27,,,PJUN5,W,-395.36625,-462.31,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2613,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,F,9,0,SVC,PARTICULIER,65,,,PLOCO,W,-855.1587499999999,-1033.2150000000001,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2147,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
607,45,F,2,1,SVC,PARTICULIER,26,09,MaRetraite,PJUN5,W,145.54666666666665,7.12,24,256.9672,7150.0,13,30,0.0,0.0,19,8900.0,0,0.0,0,0.0,1.0,0,0,2612,672,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.204836936606816
815,81,M,3,1,SIL,PARTICULIER,63,,,PLOC7,W,9631.587222222222,0.0,36,11497.957,111906.18000000001,13,17,1405.5,49.55882352941177,47,28600.0,187,13151.159999999998,0,0.0,0.0,0,0,3186,876,0,0.0,0,0,0,0,0,0,0.0,1.0,0,0.0,0.0,0,3.1576758117114307
825,81,M,3,0,SVC,PARTICULIER,65,,,SANS_PACK,SANS_ETAT,-198.25,-198.25,24,888.8600000000002,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,1,0,JNE,PARTICULIER,24,,,PJUN5,W,155.09999999999994,-138.04,24,830.0071428571428,0.0,0,0,0.0,0.0,12,5800.0,0,0.0,0,0.0,0.0,0,1,1791,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,37.51573178594457
240,01,M,9,0,JNE,PARTICULIER,25,,,PJUN5,W,22396.125,847.065,24,22382.16,0.0,0,1,0.0,0.0,5,6700.0,0,0.0,0,0.0,0.0,0,0,2612,1225,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.2543435527351272
81,45,F,9,0,SIL,PARTICULIER,37,,,PCNS0,W,11530.086666666668,847.065,24,8565.854,22250.0,5,1,0.0,0.0,15,14200.0,71,5517.85,0,0.0,0.0,0,0,2144,1036,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.6132155410222415
240,01,F,9,0,SIL,PARTICULIER,66,,,PFA01,W,28334.288333333323,662.16,24,45272.472928571435,67130.48000000001,11,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2612,699,0,0.0,1,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.587119210628961
570,57,F,3,3,SVC,PARTICULIER,45,,,PLOCI,W,28334.288333333323,847.065,24,45272.472928571435,3216.5,2,0,0.0,0.0,6,12000.0,0,0.0,0,0.0,0.0,0,1,1554,699,0,0.0,1,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
810,81,M,1,0,SVC,PARTICULIER,57,,,SANS_PACK,SANS_ETAT,168.07541666666668,162.02,24,165.75600000000003,4.81,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.08418839756954329
12,01,F,9,0,SVC,PARTICULIER,42,,,PLOCO,W,28334.288333333323,847.065,24,45272.472928571435,36566.0,11,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,1892,699,0,0.0,1,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
391,27,M,9,0,FNC,PARTICULIER,28,,,PLOCI,W,28334.288333333323,847.065,24,22041.4992,88100.56999999999,13,46,0.0,0.0,72,57700.0,0,0.0,0,0.0,0.0,1,0,2561,783,0,0.0,1,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.7538691784094576
825,81,F,3,0,FNC,PARTICULIER,66,,,SANS_PACK,SANS_ETAT,419.50041666666675,67.97,24,45272.472928571435,120.31,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,3905,699,0,0.0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1.7974952349073943
640,64,M,1,0,SIL,PARTICULIER,28,,,PJUN5,W,18079.799583333333,22.0,24,7899.7336,124194.97,13,19,0.0,0.0,57,48500.0,37,910.0,0,0.0,0.0,0,0,2612,693,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,3.7050792344928047
815,81,M,1,0,SVC,PARTICULIER,31,,,PJUN5,W,7719.150000000001,847.065,24,45272.472928571435,7650.0,13,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2612,699,0,0.0,0,1,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1.0710706489704176
810,81,M,3,3,PLT,PARTICULIER,60,,,PVIP3,W,28334.288333333323,847.065,24,45272.472928571435,231919.675,13,0,0.0,0.0,21,42000.0,23,12742.999999999998,3,2950.0,0.0,0,1,7329,699,0,0.0,1,1,1,1,1,1,0.0,0.0,0,0.0,1.0,0,3.5805933717645884
825,81,M,3,3,FNC,PARTICULIER,65,,,SANS_PACK,SANS_ETAT,-1331.4816666666666,-1033.2150000000001,24,45272.472928571435,134.75,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,7312,699,0,0.0,0,1,0,1,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
640,64,M,3,3,PLT,PARTICULIER,64,,,PLOC7,W,28334.288333333323,847.065,24,45272.472928571435,231919.675,13,42,0.0,0.0,77,89000.0,71,22494.965,3,2950.0,0.0,0,0,5250,671,0,0.0,1,1,1,1,1,1,0.0,0.0,0,1.0,1.0,0,3.5805933717645884
270,27,F,9,0,SVC,PARTICULIER,58,,,PLOCO,W,1038.5695833333332,4.79,24,842.6019999999999,24191.72,9,21,0.0,0.0,29,40800.0,0,0.0,0,0.0,0.0,0,0,2144,671,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,5.331217174904427
810,81,F,3,0,PLT,PARTICULIER,67,,,PLOF3,W,28334.288333333323,847.065,24,45272.472928571435,231919.675,13,12,0.0,0.0,30,28700.0,28,9467.25,2,1500.0,0.0,0,0,5426,664,0,0.0,1,1,1,1,1,1,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
575,57,F,1,0,SVC,PARTICULIER,31,,,SANS_PACK,SANS_ETAT,61.48000000000002,-272.32,24,1196.2286842105264,0.0,0,0,0.0,0.0,3,3100.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,58.13549121665581
270,27,M,3,3,SVC,PARTICULIER,55,,,PLOCO,W,-914.7425,-1033.2150000000001,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2144,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
810,81,M,1,0,SVC,PARTICULIER,59,,,SANS_PACK,SANS_ETAT,-169.93000000000004,-169.93,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,81,M,1,0,SVC,PARTICULIER,63,,,SANS_PACK,SANS_ETAT,-484.34,-798.75,36,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,1,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
815,81,M,3,3,FNC,PARTICULIER,60,,,SANS_PACK,SANS_ETAT,21640.871666666666,847.065,24,10713.3304,231919.675,13,103,20.0,0.1941747572815534,49,57000.0,0,0.0,0,0.0,0.0,0,0,778,660,0,0.0,0,1,1,0,1,1,0.0,0.0,0,0.0,0.0,0,4.688053538816944
810,81,F,1,0,SVC,PARTICULIER,60,,,SANS_PACK,SANS_ETAT,-131.90000000000003,-131.9,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
640,64,F,9,0,SVC,PARTICULIER,34,,,SANS_PACK,SANS_ETAT,-858.42,-858.42,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
500,50,M,9,0,SVC,PARTICULIER,27,,,PJUN5,W,3963.7758333333345,-7.34,24,542.39,36780.0,10,14,0.0,0.0,21,6900.0,3,90.0,0,0.0,0.0,0,0,2144,718,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,3.28763546374448
815,81,F,1,0,PLT,PARTICULIER,55,,,PLOF3,W,28334.288333333323,-5.55,36,45272.472928571435,231919.675,25,58,0.0,0.0,149,101250.0,143,22494.965,4,2100.0,0.0,0,0,5531,664,1,0.0,1,0,1,1,1,1,0.0,0.0,1,1.0,0.0,0,3.6106846516290965
450,45,F,9,0,SVC,PARTICULIER,36,,,PLOCO,W,3314.7925,-1033.2150000000001,24,24326.352857142858,58670.0,5,0,0.0,0.0,5,4500.0,3,125.0,0,0.0,0.0,0,1,2612,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,27.11515275843058
281,27,M,1,0,SVC,PARTICULIER,35,,,PLOCO,W,-1081.8179166666666,-1033.2150000000001,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
815,81,M,1,1,SIL,PARTICULIER,64,,,SANS_PACK,SANS_ETAT,21148.41083333334,847.065,24,18701.748800000005,41561.58,13,10,0.0,0.0,48,49900.0,0,0.0,0,0.0,0.0,1,0,2561,769,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.327588877540956
450,45,F,9,0,SVC,PARTICULIER,41,,,PFA01,W,1661.5866666666668,62.02,24,1904.1319999999996,600.0,1,20,0.0,0.0,30,40200.0,0,0.0,0,0.0,0.0,0,0,2611,1112,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.667516590568051
640,64,M,9,0,SVC,PARTICULIER,55,,,PLOCI,W,363.85249999999996,0.0,24,844.9043999999998,36340.4,13,0,0.0,0.0,62,32100.0,0,0.0,0,0.0,0.0,0,1,2611,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,3.2527741323750696
810,81,M,3,2,PLT,PARTICULIER,61,,,PVIP3,W,28334.288333333323,847.065,24,45272.472928571435,222563.91,13,18,1405.5,49.55882352941177,68,101250.0,0,0.0,0,0.0,0.0,0,0,4948,909,0,0.0,1,1,1,1,1,0,0.0,1.0,1,0.0,0.0,0,3.5805933717645884
825,81,M,1,0,PLT,PARTICULIER,60,,,PLOF3,V,28334.288333333323,847.065,24,45272.472928571435,231919.675,13,0,0.0,0.0,101,101250.0,125,13762.609999999999,3,1400.0,0.0,0,1,4324,699,0,0.0,1,1,1,1,1,1,0.0,0.0,1,0.0,0.0,0,3.5805933717645884
810,81,M,3,2,SIL,PARTICULIER,63,,,PLOCO,W,8249.031250000002,847.065,24,45272.472928571435,42872.630000000005,13,1,0.0,0.0,22,41500.0,0,0.0,0,0.0,0.0,1,0,2561,1086,0,0.0,0,1,0,1,0,0,0.0,0.0,0,0.0,0.0,0,2.714395705556334
815,81,M,1,2,FNC,PARTICULIER,63,,,SANS_PACK,SANS_ETAT,28334.288333333323,847.065,24,45272.472928571435,109403.94,12,124,0.0,0.0,208,85400.0,0,0.0,0,0.0,0.0,1,0,2561,660,0,0.0,1,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
810,81,F,1,0,PLT,PARTICULIER,54,,,PLOCO,W,28334.288333333323,-962.45,24,45272.472928571435,114098.62,13,116,0.0,0.0,79,67800.0,0,0.0,0,0.0,0.0,1,0,2561,672,0,0.0,1,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.6444564544971527
780,78,M,3,0,PLT,PARTICULIER,63,,,PVIP3,W,28334.288333333323,847.065,24,45272.472928571435,231919.675,12,1,0.0,0.0,33,66000.0,193,22494.965,3,1400.0,0.0,0,0,4538,674,0,0.0,1,1,1,1,1,1,0.0,0.0,0,1.0,0.0,0,3.5805933717645884
810,81,F,2,0,PLT,PARTICULIER,64,09,MaRetraite,PLOF3,W,28334.288333333323,847.065,24,27306.006599999997,231919.675,13,66,0.0,0.0,95,101250.0,194,22494.965,0,0.0,1.0,0,0,4971,664,0,0.0,1,1,0,0,1,1,0.0,0.0,1,1.0,0.0,0,1.8690282380482124
810,45,M,1,0,SIL,PARTICULIER,63,09,MaRetraite,PLOCI,W,2202.0116666666668,67.94,24,26643.617999999995,29902.02,13,16,0.0,0.0,86,29000.0,0,0.0,0,0.0,1.0,1,0,2561,717,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.2967188336119926
330,81,F,1,0,SVC,PARTICULIER,51,,,SANS_PACK,SANS_ETAT,-169.93000000000004,-169.93,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
810,81,M,3,0,SIL,PARTICULIER,66,,,SANS_PACK,SANS_ETAT,1333.9491666666668,684.75,24,944.3386000000003,60503.23999999999,13,73,0.0,0.0,49,41300.0,0,0.0,0,0.0,0.0,1,0,2561,661,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.3853907476484295
518,50,M,9,0,SVC,PARTICULIER,53,,,PLOCO,W,-1590.3979166666668,-1033.2150000000001,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2611,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
815,81,M,2,0,SIL,PARTICULIER,63,,,SANS_PACK,SANS_ETAT,16403.27708333333,-83.13,24,6380.050833333334,68191.41,8,131,3.88,0.029618320610687022,82,29200.0,0,0.0,0,0.0,0.0,1,0,2561,662,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,3.3710904058424305
640,64,M,9,0,SVC,PARTICULIER,35,,,PLOCO,W,-484.3841666666667,-876.41,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,2611,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
815,81,M,1,0,FNC,PARTICULIER,54,,,SANS_PACK,SANS_ETAT,28334.288333333323,0.0,25,30399.3128,231919.675,13,43,0.0,0.0,30,56900.0,162,18080.21,3,1400.0,0.0,0,0,1605,700,0,0.0,1,0,1,0,1,1,0.0,0.0,0,0.0,0.0,0,3.6104887758783204
